Username;Comment
marjan.davoodi7;@minaazamanii برای اتوبوس پاریس به ایشون پیام بدین: @shaghayegh.59
marjan.davoodi7;اتوبوس گروهی گرفتن. به ایشون پیام بدین: @shaghayegh.59
sina_mahmoudzadeh94;سلام دوستان منم واقعا دوست دارم برم اگه برنامه برای رفتن به برلین بود از بولونیا یا ریمینی تونستید به من هم خبر بدین ممنون میشم
elmiranasri;@elaheflhi ممنونم من یک نفرم
vahid_esgandarzadeh;@soudabeh.mortazavian فعلا نمیدونم اگه خواستین یه گروه تلگرامی هست میتونم لینکشو براتون بفرستم
lona.harp;@hamedesmaeilion آقاى اسماعيليون برادر عزيزم دم شما گرم. ببين چطورى مردم و از سراسر دنيا به هم وصل كردى. سلامت باشبن. به اميد آزادى و پيروزى. 🕊
mitra.matin1985;از لوبک حدود ۳۰ نفر شایدم بیشتر
fima_elviiiin;این اتحاد دلگرمی بزرگ برای ما مردم داخل ایرانه  واقعن ممنون امید وارم ۲۲ اکتبر جمعیت میلیونی جمع بشه تو برلین
parastoo_abdolvand;من برمرهافن هستم تنها ميخوام برم اما تا به حال اين مسافت به اين طولاني اي رو نرفتم اگر كسي از برمن يا برمرهافن ميخواد برم بهم بگه من همراهش برم ممنون 🙏🏻
mitra.matin1985;به امید پیروزی
ss_soltanii;واقعا ممنون از اینکه بفکرمونید کامنتارو خوندم بهتون افتخار کردم هموطنای خوبم
mina.saberi50;مرسی گلشیدجان
_ha.eli_;@_shermineh_ Merci 🙏🏼 ❤️
mariii.ka.sh;کسی هست از Münster بره ما سه چهار نفریم
bdshabnam;@rey_hanna_ دقیقا
kathyforuhar;@rosanakaviani  are. Pass mibinan
parjoa18;@soniakelishadi من ژنو هستم. شما از Fribourg حرکت میکنید؟
foto_graphiefrauen;@elaheflhi درود ما هم دو نفر هستیم لطفا بگید مبلغ و زمان را بهمون
mamadjoo_old;😢😢😢بخدا گریم گرفت کاش خیلی زودتر ازینا جون همدیگرو اینقد با ارزش میدوستیم که لااقل کشته های کمتری میدادیم ولی بازم شکر ک خون بهای شهیدان راهه آزادی شد شیر بهای انقلاب ملی و همبستگی ملی درود به خواهران و برادران و فرزندان ایران 🤝🤝✌✌✌💪
sahelkarimi14;چقد حال خوبيه كه هوامونو داريد❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️❤️
saeid1986;😍😍به به زنده باد ایرانی  همبستگی رمز موفقیت
sssssofiaaaaa.iran;ما از کاسل میایم
lona.harp;@s.natanzi ك س ننت. برو بسوز
mina_ntgh;@azi.fitlife شماهایی که توی ایرانین اصلا نباید ذره ای بترسین چون ما هواتونو داریم✌🏾✌🏾✌🏾✌🏾❤️‍🩹❤️‍🩹❤️‍🩹
naz.herris;@ladan_rah من خودم از لندن هستم عزیزم والا خونه درویشی من فدای هموطن های عزیزم میشد
mahdi_hajizadeh7777;سلام سلام من هستم از هامبورگ یک نفرم
farshad_s_vakili;@1991asa_rz آره حتمن. دایرکت هماهنگ کنیم
azadi80_01;#mahsa_amini #مهسا_امینی
salihy97;از هامبورگ کسی نمیره هماهنگ کنیم باهم بریم
mina_ntgh;@bita_o_chico امیدتون رو از دست ندین ما صدای شما هستیم✌🏾✌🏾همه برای هم و کنار هم برای آزادی ایران🤍🤍🤍
elahekiyani;@otrishaustria man!
rad_sina_;مرسی اتحاد🙌❤️
sami.mohammadi2;درود بر شرفت 👏👏👏👏🔥🔥❤️❤️
asal_freiheit;کسی از برانشوایگ رد میشه مارو ببره با خودش؟ سه نفریم
mina_ntgh;@mahsaa_ashoorii ما هم خیلی به شما افتخار میکنیم که سنگر رو حفظ کردبن❤️❤️❤️همه باهم برای ایران✌🏾✌🏾✌🏾
zohrehhejazi;@shafiansanaz چند نفر دیدم تو کامنتاشون کمک مالی درخواست کرده بودن🙏🏻❤️🤍💚
m.o.s.t.a.f.aa1990;@ بهشون پیام دادم، امیدوارم ج بدن❤️
mahdi_hajizadeh7777;@hemadeh_ghorbani تو دعا کنی کافیه. دمت گرم
teyebt._m;@otrishaustria من از شهر فولاربرگ هستم کسی بود خبر بدین ممنون میشم
m.official.1;@saeed_in86 سلام. متن رو اسکرین بگیرید و تو گوگل درایوتون ذخیره کنید. بعد با گوگل داکس بازش کنید
sami.mohammadi2;@tualinda6 والا منم دنبال یکیم منو ببره
shahrzad_1167;ما از فرانکفورت با قطار میریم
elaheghazaeii;"@maria.v.gh ما به کمک شما خیلی نیاز داریم صدای ما باشید ؛ ما امیدواریم ؛ با همبستگی شماها امیدوارتر ✌🏻💔❤"
farhange_holakuee;مردم من عاشق همتونم عاشق تک تکتون که اینجوری پشت همین👏👏👏👏
coquelicot990;از بروکسل کسی هست؟ 🥺
bakhshi.mansoor;Paderborn
romimir;بچه ها کی از لندن داره میره؟؟؟
yasi2005ir;چرا کسی از انگلیس اتوبوس نگرفته؟
arashzarei.1;@delaram.pourkhabbaz Miyay to ?
alireza.albadawi.rz;@h.haidari1369 سلام منم كوبلنزم ميتونم باتون بيام؟
zaraniks;❤️❤️❤️
omidkps;@8650.melody na javab nemidan hamun emaile tayid faqat
omidkps;@shahin_dunya 👏👏👏
azi.fitlife;قربونت برم. من البته ایران نیستم. کاش بودم الان و میتونستم کار مفیدتری بکنم. ولی با اینکه دوریم از وطن، پشت شماییم هموطن ❤️❤️
leila_sheikhansari;@faraneh.abbassian ❤️❤️❤️
delaram.pourkhabbaz;@arashzarei.1 به احتمال زیاد، یه روزه.
ghafoor.gh;@dena.mohebbi @sinabtc سینا جان دوستان از ایتالیا میخوان برن باهاشون در ارتباط باش
alireza.albadawi.rz;آقا من از كوبلنز يا بُن هركسي جا داره به من جواب بده ،اگه زحمتي نميشه لطفاً 🔥🔥🔥🔥🔥
mahdi_hajizadeh7777;@po.bayyaaniii جا دارین برای یک نفر؟
y.httf;من لوزان هستم
mina_ntgh;@samira.haschemii من و یکی از دوستای نزدیکم جای خواب لازم داریم برای یک شب
soudabehzaghari;@iamariszandi عزیز چه ساعتی میرید و کی برمیگردید آیا از هایدلبرگ رد میشید؟
fahime_3008;دمتون گرم چقد کامنتا پر از عشق چقد قلبم به عشق همتون میتپه چقد دوستتون دارم خدایا پناه مردم ایران در هر کجای دنیا باش برید و از ایران دفاع کنید #مهسا امینی #نیکا
golaleh_shahidehpour;@_shaghayegh_13_70 منم والنسیا هستم ولی خیلی رفتن سخته
mahdi_hajizadeh7777;@ashkan_khatibi93 یک نفرم برادر. جا دارین؟
teyebt._m;@pajalli منم هم هستم از زورئیخ
mina_ntgh;@fendipresents من و دوستام
reza_hezariyan;دوستان من از Stuttgart با ماشین خودم میرم برلین ، ۳ جای خالی دارم ✌️
iamariszandi;نه متاسفانه. راننده گفته وسط راه سوار نمیکنه. ما از کالسروهه میریم و حدود ۱۹:۰۰ از برلین برمیگردیم
alirezasfr1;ما از دلفت هلند میریم ۲ نفر جا داریم ، اگه از شهر های اطراف یا توی مسیر هستید خوشحال میشیم بتونیم کمکی کنیم
pajalli;@teyebt._m لينك گروه رو برات ميفرستم
andisheh_m;"@samuelmira_hes  سلام و وقت بخیر خدمت همگی 
خیلی حوش اومدید 
تا این لحظه برنامه اتوبوس 
با تاریخ حرکت جمعه شب ۲۱ اکتبر  و برگشت شنبه شب ۲۲ اکتبر ست شده
با مبلغ ۱۲۰ یورو برای رفت و برگشت 
این لینک گروهی هست که برای اتوبوس میتونید نام نویسی کنین 

https://chat.whatsapp.com/HPKX6wybq5uGf58LJxppsJ"
hsh_._dan;@_shermineh_ ممنونم🙏
moh3nkh26;@amr._.rz کامنت بالا رو بخون که به دویچه نامه میزنند برای بلیط رایگان
mahdi_hajizadeh7777;@mitra.matin1985 من هامبورگم شما با چی میخواین برین؟
zohrehesn;کسی از لندن میره ؟ چطوری؟
sharedzest;@mrmahdavi درسته
sepasss_9;ما از آخن ميريم دورتموند و از اونجا برلین
dariush.ashoobi;درود بر همه شما ملت مهربان و میهن پرست ایران ، عاشقتون هستم من ساکن برلین هستم  روز شنبه روی ماه شما رو میبینم  ما باید صدای هم میهنان با عشق داخل ایران باشیم تنهاشون نزاریم .
rio.hamid.adventures;👏👏👏👏❤️🙌❤️❤️❤️🙌
zangeneshadan;آخی ممنونیم از همراهی و همدلی همتون ❤️
pxbavand;@venusshokri بچه های مالمو میتونند من و دوستانم را فالو کنند. ما امشب جلسه ای داشتیم و در حال برنامه ریزی هستیم.
andisheh_m;@saeedmn_ سلام https://chat.whatsapp.com/HPKX6wybq5uGf58LJxppsJ
moh3nkh26;@amr._.rz این کامنت رو
hsh_._dan;@poppy_and_azure با ماشین شخصی؟
alirezasfr1;ما از دلفت هلند میریم ۲ نفر جا داریم اگر از شهر های اطراف یا توی راه هستید خوشحال میشیم بتونیم کمکی کنیم
dariush.ashoobi;زنده باد ایران زنده باد آزادی. . #زن_زندگی_آزادی  #مهسا_امینی 💚🤍❤️
helal_newmoon;میشه دایرکت کنین بتونم کپی کنم؟
diba_mashreqie;@mahdi_hajizadeh7777 ما تیکت اتوبوس گرفتیم چون کسی جواب نداد
rio.hamid.adventures;@nastaran_fooladiii درود
no1.babak;درود
mehdi_tt_14;ما از وین داریم اتوبوس فراهم میکنیم ، دوستانی که غصه هموطنامون رو توی ایران دارن ، ملحق بشن
pxbavand;@venusshokri ما هم از مالمو داریم سعی میکنیم ببینیم چطور میتونیم وسیله جور کنیم.
shyrzbnw;بلژیک
rio.hamid.adventures;@mooonamoo 👏👏👏
omidkps;@helal_newmoon done
deutsch_werkstatt;از کلاوستهال و هانوفر میایم ما
sina_mahmoudzadeh94;@farzadit22 منم دوست دارم شرکت کنم میتونم خودم برسونم یه بولونیا اگه گروهی برای رفتن از بلونیا به برلین تشکیل شد به منم اطلاع بدین دوستان ممنون میشم
pegahtaherzade;@eliwaki من نمی دونستم اینقد ایران  هست کاش هماهنگ بشیم باهم را بیوفتم
aida_maj;@negin.pishvaei  منم از دوسلدورف میرم، ولی هنوز تیکت نخریدم
toobii_qaa;بابا شماها خییییلی باحالین دم همتون گررررررم چقدر با وجود شما دلگرم میشیم مرررررسی 🙏🙏🙏🙏🤍🤍🤍🤍🤍🤍
omidkps;دوستان از وین اگه کسی میاد بچه ها اتوبوس هماهنگ کردن
kiansa__;"از بوخوم
کسی هست با ماشین بره دوستان؟ 
هزینه بنزین رو هم تقسیم کنیم"
sami.mohammadi2;@mahsa.schatzi اگه میری بیا با هم بریم تو دایرکت پیامت دادم متاسفانه جواب ندادی
cestazadeh;پاریس کسی هست ما دو نفریم بیایم باهاش؟
mostafa427esmaeili;از اینکه هم خونم باشما افتخار میکنم به امید روزی که کنار هم تو ایران باشیم ❤️❤️😢
nassimghane;بچه ها از شمال ایتالیا کسی اگه میخواد ماشین بگیره منم هستم
mohammad.71__;هنوز جا دارید ؟
manfar_golsepand;وظیییفه اس جان دل🙌
omidkps;👏👏👏👏
kamyar061;Salam, man az köln mikham beram berlin va bargardam, age kasi mitoone mano bebare mamnoonesh misham
zeesoori;@mohammad.71__ پی وی
pxbavand;@sezhams عزیزان ما داریم سعی میکنیم اتوبوس جور کنیم. مالمو هستیم ‌امشب و فردا دوستان پیگیر هستند تا راهی پیدا کنیم. من نمیتونم دوباره شما رو پیدا کنم ولی شما اگر میخوایید من رو فالو کنید یا پیام بدید یا حواستون به استوری های من باشه که خبرش اعلام شد تماس بگیرید چون احتمالا ظرفیت محدود خواهد بود.
